target,model_id,full_model_name,result_class,feature_blocks_full,feature_blocks_tokens,feature_source_files,molecular_scope,regressor,regressor_details,preprocessing_full,dimensionality_reduction,raw_dimension,effective_dimension,n_dev,n_test,cv_primary_mae,cv_shadow_mae,cv_mean_mae,cv_worst_mae,public_mae,private_mae,final_alpha,lasso_nonzero,lasso_total_features,cv_protocol,final_fit_protocol,prediction_source,canonical_replay_status,validity,historical_role,notes,eligible_main_cv_rank,contains_ESM2_Heavy_PLM,contains_AbLang2_PLM,contains_AbLingua_PLM,contains_any_PLM,contains_sequence_descriptors,contains_aromatic_structural,contains_continuous_surface,contains_hydrophobic_field,contains_titration,contains_BioEmu,contains_ProteinMPNN
TmApp,TM_FENNIX_CONTEXT__LASSO,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + FeNNix full-Fab combined predeclared energy/geometry context descriptors with LASSO",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + FeNNix full-Fab combined predeclared energy/geometry context descriptors",AbLang2_HL_paired|SEQ_BASIC|FENNIX_COMBINED_PREDECLARED,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | fennix_fab_context_final/results/FENNIX_COMBINED_PREDECLARED.parquet,PLM+seq+energy,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,650.0,650.0,161,162.0,3.006763522332028,3.002006521757374,3.004385022044701,3.006763522332028,3.3123885388133885,3.392162977235429,0.3,47.0,650.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,fennix_postmortem,Full Fab context; intersection cohort,True,False,True,False,True,True,False,False,False,False,False,False
HIC,HIC_CONSTANT__RIDGE,no input features (fold-local median baseline) with RIDGE,FEATURE_LINEAR,no input features (fold-local median baseline),none,n/a,,RIDGE,sklearn Ridge,fold_tv_median,none,0.0,0.0,162,162.0,0.5181666666666666,0.5176481481481482,0.5179074074074074,0.5181666666666666,0.5348641975308641,0.5100864197530864,9.117,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,postmortem_baseline,No features,True,False,False,False,False,False,False,False,False,False,False,False
HIC,HIC_CONSTANT__LASSO,no input features (fold-local median baseline) with LASSO,FEATURE_LINEAR,no input features (fold-local median baseline),none,n/a,,LASSO,sklearn Lasso (no PCA),fold_tv_median,none,0.0,0.0,162,162.0,0.5181666666666666,0.5176481481481482,0.5179074074074074,0.5181666666666666,0.5348641975308641,0.5100864197530864,,,0.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,postmortem_baseline,No features,True,False,False,False,False,False,False,False,False,False,False,False
HIC,HIC_SEQ__RIDGE,stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) with RIDGE,FEATURE_LINEAR,stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set),SEQ_ALL,built via stage1 make_xy(SEQ_ALL) on competition sequences,sequence,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,115.0,115.0,162,162.0,0.5294019506021663,0.5267730257826606,0.5280874881924135,0.5294019506021663,0.573304245586205,0.5616270776725183,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,baseline,stage1 SEQ_ALL,True,False,False,False,False,True,False,False,False,False,False,False
HIC,HIC_SEQ__LASSO,stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) with LASSO,FEATURE_LINEAR,stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set),SEQ_ALL,built via stage1 make_xy(SEQ_ALL) on competition sequences,sequence,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,115.0,115.0,162,162.0,0.5540465691985519,0.5297944310922993,0.5419205001454256,0.5540465691985519,0.573675344304176,0.5358017065509938,0.1,10.0,115.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,baseline,stage1 SEQ_ALL,True,False,False,False,False,True,False,False,False,False,False,False
HIC,HIC_ESM2_H__RIDGE,ESM-2 Heavy-chain protein-language-model embedding with RIDGE,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding,ESM2_H,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H,PLM,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,1280.0,1280.0,162,162.0,0.5229088078790238,0.5307516570536218,0.5268302324663228,0.5307516570536218,0.5535090166290058,0.5872916053476068,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,baseline,round1 cache,True,True,False,False,True,False,False,False,False,False,False,False
HIC,HIC_ESM2_H__LASSO,ESM-2 Heavy-chain protein-language-model embedding with LASSO,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding,ESM2_H,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H,PLM,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,1280.0,1280.0,162,162.0,0.5144546157057649,0.4888306190268648,0.5016426173663149,0.5144546157057649,0.5302534821978132,0.5169309822146028,0.1,21.0,1280.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,baseline,round1 cache,True,True,False,False,True,False,False,False,False,False,False,False
HIC,HIC_ESM2_SEQ__RIDGE,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) with RIDGE,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set),ESM2_H|SEQ_ALL,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences,PLM+sequence,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,1395.0,1395.0,162,162.0,0.5345340354876716,0.5590613977325137,0.5467977166100927,0.5590613977325137,0.5461955610547622,0.6101561605446991,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,mature_base,Authoritative HIC_BASE,True,True,False,False,True,True,False,False,False,False,False,False
HIC,HIC_ESM2_SEQ__LASSO,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) with LASSO,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set),ESM2_H|SEQ_ALL,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences,PLM+sequence,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,1395.0,1395.0,162,162.0,0.5141703750172416,0.489557681348777,0.5018640281830093,0.5141703750172416,0.520644653912147,0.5127260092304973,0.1,24.0,1395.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,mature_base,Authoritative HIC_BASE,True,True,False,False,True,True,False,False,False,False,False,False
HIC,HIC_AROMATIC__RIDGE,AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) with RIDGE,FEATURE_LINEAR,AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv),AROMATIC_TOPO,structure_gap_closure/cache/aromatic_features_esmfold.csv,structure_surface,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,19.0,19.0,162,162.0,0.5210947401418343,0.5327520861649826,0.5269234131534084,0.5327520861649826,0.4914562753657208,0.4533861022151522,10.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,block_alone,Exposed aromatic topology,True,False,False,False,False,False,True,False,False,False,False,False
HIC,HIC_AROMATIC__LASSO,AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) with LASSO,FEATURE_LINEAR,AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv),AROMATIC_TOPO,structure_gap_closure/cache/aromatic_features_esmfold.csv,structure_surface,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,19.0,19.0,162,162.0,0.5151783012156472,0.553591425663051,0.5343848634393491,0.553591425663051,0.5069903908635293,0.4687542448276164,0.03,7.0,19.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,block_alone,Exposed aromatic topology,True,False,False,False,False,False,True,False,False,False,False,False
HIC,HIC_ESM2_SEQ_AROMATIC__RIDGE,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) with RIDGE,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv),ESM2_H|SEQ_ALL|AROMATIC_TOPO,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences | structure_gap_closure/cache/aromatic_features_esmfold.csv,PLM+seq+aro,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,1414.0,1414.0,162,162.0,0.5283867651592855,0.5590561585035284,0.543721461831407,0.5590561585035284,0.5278814647400112,0.5914815326294246,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,mature_base,HIC_BASE_ARO,True,True,False,False,True,True,True,False,False,False,False,False
HIC,HIC_ESM2_SEQ_AROMATIC__LASSO,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) with LASSO,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv),ESM2_H|SEQ_ALL|AROMATIC_TOPO,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences | structure_gap_closure/cache/aromatic_features_esmfold.csv,PLM+seq+aro,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,1414.0,1414.0,162,162.0,0.4927303900206625,0.4808724742416768,0.4868014321311696,0.4927303900206625,0.4799350305277475,0.4757445162156721,0.1,25.0,1414.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,mature_base,HIC_BASE_ARO,True,True,False,False,True,True,True,False,False,False,False,False
HIC,HIC_ARO_CONTINUOUS_SURFACE__RIDGE,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + continuous molecular-surface hydrophobic/chemical descriptors (ESMFold Fv) with RIDGE,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + continuous molecular-surface hydrophobic/chemical descriptors (ESMFold Fv),ESM2_H|SEQ_ALL|AROMATIC_TOPO|CONTINUOUS_SURFACE,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences | structure_gap_closure/cache/aromatic_features_esmfold.csv | structure_gap_closure/results/HIC_CONTINUOUS_SURFACE_FEATURES.csv,PLM+seq+aro+surface,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,1459.0,1459.0,162,162.0,0.5117587462219735,0.5572906295667212,0.5345246878943473,0.5572906295667212,0.5463456304619633,0.5974094513308775,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,strong_candidate,Registry EXACT_MATCH,True,True,False,False,True,True,True,True,False,False,False,False
HIC,HIC_ARO_CONTINUOUS_SURFACE__LASSO,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + continuous molecular-surface hydrophobic/chemical descriptors (ESMFold Fv) with LASSO,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + continuous molecular-surface hydrophobic/chemical descriptors (ESMFold Fv),ESM2_H|SEQ_ALL|AROMATIC_TOPO|CONTINUOUS_SURFACE,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences | structure_gap_closure/cache/aromatic_features_esmfold.csv | structure_gap_closure/results/HIC_CONTINUOUS_SURFACE_FEATURES.csv,PLM+seq+aro+surface,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,1459.0,1459.0,162,162.0,0.4822073134231601,0.4898232886862832,0.4860153010547217,0.4898232886862832,0.4799310265774686,0.4757443667060864,0.1,25.0,1459.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,strong_candidate,Registry EXACT_MATCH,True,True,False,False,True,True,True,True,False,False,False,False
HIC,HIC_ARO_TITRATION__RIDGE,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv) with RIDGE,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv),ESM2_H|SEQ_ALL|AROMATIC_TOPO|TITRATION_SHAPE,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences | structure_gap_closure/cache/aromatic_features_esmfold.csv | TITRATION-SHAPE/features_esmfold.parquet,PLM+seq+aro+electro,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,1432.0,1432.0,162,162.0,0.5261663816363124,0.5503869855629042,0.5382766835996082,0.5503869855629042,0.5201770021806655,0.5831413568426048,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,strong_candidate,Registry EXACT_MATCH,True,True,False,False,True,True,True,False,False,True,False,False
HIC,HIC_ARO_TITRATION__LASSO,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv) with LASSO,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv),ESM2_H|SEQ_ALL|AROMATIC_TOPO|TITRATION_SHAPE,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences | structure_gap_closure/cache/aromatic_features_esmfold.csv | TITRATION-SHAPE/features_esmfold.parquet,PLM+seq+aro+electro,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,1432.0,1432.0,162,162.0,0.4893879340185224,0.4824432044355602,0.4859155692270414,0.4893879340185224,0.4799350305277475,0.4757445162156721,0.1,25.0,1432.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,strong_candidate,Registry EXACT_MATCH,True,True,False,False,True,True,True,False,False,True,False,False
HIC,HIC_ARO_CONT_TITR__RIDGE,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + continuous molecular-surface hydrophobic/chemical descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv) with RIDGE,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + continuous molecular-surface hydrophobic/chemical descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv),ESM2_H|SEQ_ALL|AROMATIC_TOPO|CONTINUOUS_SURFACE|TITRATION_SHAPE,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences | structure_gap_closure/cache/aromatic_features_esmfold.csv | structure_gap_closure/results/HIC_CONTINUOUS_SURFACE_FEATURES.csv | TITRATION-SHAPE/features_esmfold.parquet,combined,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,1477.0,1477.0,162,162.0,0.5069918776298159,0.5523848378532091,0.5296883577415126,0.5523848378532091,0.5372696567245946,0.5874666978699563,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,authoritative_combo,Canonical Ridge ~0.507/0.552,True,True,False,False,True,True,True,True,False,True,False,False
HIC,HIC_ARO_CONT_TITR__LASSO,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + continuous molecular-surface hydrophobic/chemical descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv) with LASSO,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + continuous molecular-surface hydrophobic/chemical descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv),ESM2_H|SEQ_ALL|AROMATIC_TOPO|CONTINUOUS_SURFACE|TITRATION_SHAPE,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences | structure_gap_closure/cache/aromatic_features_esmfold.csv | structure_gap_closure/results/HIC_CONTINUOUS_SURFACE_FEATURES.csv | TITRATION-SHAPE/features_esmfold.parquet,combined,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,1477.0,1477.0,162,162.0,0.4821960095627124,0.4912372446404668,0.4867166271015896,0.4912372446404668,0.4799310265774686,0.4757443667060864,0.1,25.0,1477.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,authoritative_combo,Canonical Ridge ~0.507/0.552,True,True,False,False,True,True,True,True,False,True,False,False
HIC,HIC_HYDRO_TITRATION__RIDGE,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + HYDRO_FIELD continuous hydrophobic-field surface descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv) with RIDGE,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + HYDRO_FIELD continuous hydrophobic-field surface descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv),ESM2_H|SEQ_ALL|AROMATIC_TOPO|HYDRO_FIELD|TITRATION_SHAPE,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences | structure_gap_closure/cache/aromatic_features_esmfold.csv | HYDRO-FIELD/features_esmfold.parquet | TITRATION-SHAPE/features_esmfold.parquet,combined,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,1448.0,1448.0,162,162.0,0.5196694539611038,0.5503511666325119,0.5350103102968078,0.5503511666325119,0.4981619585425452,0.5700450055437412,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,frozen_combo,Limited-combinations recipe,True,True,False,False,True,True,True,False,True,True,False,False
HIC,HIC_HYDRO_TITRATION__LASSO,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + HYDRO_FIELD continuous hydrophobic-field surface descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv) with LASSO,FEATURE_LINEAR,ESM-2 Heavy-chain protein-language-model embedding + stage-1 SEQ_ALL sequence descriptors (expanded antibody sequence descriptor set) + AROMATIC-TOPO exposed-aromatic structural topology descriptors (ESMFold Fv) + HYDRO_FIELD continuous hydrophobic-field surface descriptors (ESMFold Fv) + TITRATION_SHAPE electrostatic titration-shape descriptors (ESMFold Fv),ESM2_H|SEQ_ALL|AROMATIC_TOPO|HYDRO_FIELD|TITRATION_SHAPE,virtual_participant/round1_finalization/cache/round1_embeddings.npz::esm2__H | built via stage1 make_xy(SEQ_ALL) on competition sequences | structure_gap_closure/cache/aromatic_features_esmfold.csv | HYDRO-FIELD/features_esmfold.parquet | TITRATION-SHAPE/features_esmfold.parquet,combined,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,1448.0,1448.0,162,162.0,0.4872225781431885,0.4833719610538652,0.4852972695985268,0.4872225781431885,0.4702379457310565,0.4641712708181718,0.1,24.0,1448.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,frozen_combo,Limited-combinations recipe,True,True,False,False,True,True,True,False,True,True,False,False
HIC,HIC__ADV_HIC_ALL__RidgeOpt__HIST,HIC / ADV_HIC_ALL / RidgeOpt,HISTORICAL_LINEAR_OTHER,HIC / ADV_HIC_ALL / RidgeOpt,HIC__ADV_HIC_ALL__RidgeOpt,virtual_participant stage OOF / Round1 inventory; base_model_ids when present,advanced_structure,RidgeOpt,"{""alpha"": 96.68599030214607}",historical Stage pipeline (often SVR bases; not endgame Ridge/Lasso feature matrix),varies by base model,,,162,162.0,0.5168002966934084,,,,0.4758084833849719,0.4560499641605085,,,,historical Stage0/Stage5 OOF (NOT proven identical to canonical_simple_tvt_v1),historical Round1 full-DEV refit / frozen submission,HISTORICAL_FROZEN_PREDICTION,HISTORICAL_PROTOCOL_NOT_CANONICALLY_REPLAYABLE,HISTORICAL_RETAINED,round1_or_stage5_linearish,Do not mix into main FEATURE_LEVEL CV Top-10; SVR bases often underlie blends,False,False,False,False,False,False,False,False,False,False,False,False
HIC,HIC__ADV_SURFACE_PATCH__RidgeOpt__HIST,HIC / ADV_SURFACE_PATCH / RidgeOpt,HISTORICAL_LINEAR_OTHER,HIC / ADV_SURFACE_PATCH / RidgeOpt,HIC__ADV_SURFACE_PATCH__RidgeOpt,virtual_participant stage OOF / Round1 inventory; base_model_ids when present,advanced_structure,RidgeOpt,"{""alpha"": 27.501953597679965}",historical Stage pipeline (often SVR bases; not endgame Ridge/Lasso feature matrix),varies by base model,,,162,162.0,0.5067822562939059,0.5141865101906903,0.5104843832422981,0.5141865101906903,0.4895884475554022,0.4414819401108522,,,,historical Stage0/Stage5 OOF (NOT proven identical to canonical_simple_tvt_v1),historical Round1 full-DEV refit / frozen submission,HISTORICAL_FROZEN_PREDICTION,HISTORICAL_PROTOCOL_NOT_CANONICALLY_REPLAYABLE,HISTORICAL_RETAINED,round1_or_stage5_linearish,Do not mix into main FEATURE_LEVEL CV Top-10; SVR bases often underlie blends,False,False,False,False,False,False,False,True,False,False,False,False
HIC,HIC__ESMFold__STRUCT_INTERFACE__RidgeOpt__HIST,HIC / ESMFold / STRUCT_INTERFACE / RidgeOpt,HISTORICAL_LINEAR_OTHER,HIC / ESMFold / STRUCT_INTERFACE / RidgeOpt,HIC__ESMFold__STRUCT_INTERFACE__RidgeOpt,virtual_participant stage OOF / Round1 inventory; base_model_ids when present,structure,RidgeOpt,"{""alpha"": 96.68599030214607}",historical Stage pipeline (often SVR bases; not endgame Ridge/Lasso feature matrix),varies by base model,,,162,162.0,0.5478122072076987,,,,0.6185056868824638,0.5411887776669649,,,,historical Stage0/Stage5 OOF (NOT proven identical to canonical_simple_tvt_v1),historical Round1 full-DEV refit / frozen submission,HISTORICAL_FROZEN_PREDICTION,HISTORICAL_PROTOCOL_NOT_CANONICALLY_REPLAYABLE,HISTORICAL_RETAINED,round1_or_stage5_linearish,Do not mix into main FEATURE_LEVEL CV Top-10; SVR bases often underlie blends,False,False,False,False,False,False,False,False,False,False,False,False
